flight_number,departure_airport,arrival_airport,airline_code,departure_time,departure_timestamp,arrival_time,arrival_timestamp
924,FRA,LHR,LH,2017-11-07 07:00:00,1510038000,2017-11-07 07:45:00,1510040700
8809,FRA,LHR,UA,2017-11-07 07:00:00,1510038000,2017-11-07 07:45:00,1510040700
6233,FRA,LHR,NH,2017-11-07 07:00:00,1510038000,2017-11-07 07:45:00,1510040700
909,FRA,LHR,BA,2017-11-07 17:40:00,1510076400,2017-11-07 18:25:00,1510079100
7820,FRA,LHR,JL,2017-11-07 17:40:00,1510076400,2017-11-07 18:25:00,1510079100
906,FRA,LHR,LH,2017-11-07 12:00:00,1510056000,2017-11-07 12:45:00,1510058700
4202,FRA,LHR,NZ,2017-11-07 12:00:00,1510056000,2017-11-07 12:45:00,1510058700
8815,FRA,LHR,UA,2017-11-07 12:00:00,1510056000,2017-11-07 12:45:00,1510058700
1606,FRA,LHR,A3,2017-11-07 12:00:00,1510056000,2017-11-07 12:45:00,1510058700
914,FRA,LHR,LH,2017-11-07 16:00:00,1510070400,2017-11-07 16:45:00,1510073100
918,FRA,LHR,LH,2017-11-07 18:00:00,1510077600,2017-11-07 18:45:00,1510080300
905,FRA,LHR,BA,2017-11-07 15:05:00,1510067100,2017-11-07 15:55:00,1510070100
6581,FRA,LHR,AA,2017-11-07 15:05:00,1510067100,2017-11-07 15:55:00,1510070100
7872,FRA,LHR,JL,2017-11-07 15:05:00,1510067100,2017-11-07 15:55:00,1510070100
913,FRA,LHR,BA,2017-11-07 20:10:00,1510085400,2017-11-07 20:55:00,1510088100
7134,FRA,LHR,JL,2017-11-07 20:10:00,1510085400,2017-11-07 20:55:00,1510088100
903,FRA,LHR,BA,2017-11-07 10:55:00,1510052100,2017-11-07 11:50:00,1510055400
6579,FRA,LHR,AA,2017-11-07 10:55:00,1510052100,2017-11-07 11:50:00,1510055400
907,FRA,LHR,BA,2017-11-07 12:10:00,1510056600,2017-11-07 13:05:00,1510059900
6259,FRA,LHR,AA,2017-11-07 12:10:00,1510056600,2017-11-07 13:05:00,1510059900
7870,FRA,LHR,JL,2017-11-07 12:10:00,1510056600,2017-11-07 13:05:00,1510059900
920,FRA,LHR,LH,2017-11-07 20:00:00,1510084800,2017-11-07 20:45:00,1510087500
6519,FRA,LHR,AV,2017-11-07 20:00:00,1510084800,2017-11-07 20:45:00,1510087500
1610,FRA,LHR,A3,2017-11-07 20:00:00,1510084800,2017-11-07 20:45:00,1510087500
908,FRA,LHR,LH,2017-11-07 14:00:00,1510063200,2017-11-07 14:45:00,1510065900
9100,FRA,LHR,UA,2017-11-07 14:00:00,1510063200,2017-11-07 14:45:00,1510065900
922,FRA,LHR,LH,2017-11-07 21:30:00,1510090200,2017-11-07 22:15:00,1510092900
902,FRA,LHR,LH,2017-11-07 09:00:00,1510045200,2017-11-07 09:45:00,1510047900
8856,FRA,LHR,UA,2017-11-07 09:00:00,1510045200,2017-11-07 09:45:00,1510047900
910,FRA,LHR,LH,2017-11-07 15:00:00,1510066800,2017-11-07 15:45:00,1510069500
916,FRA,LHR,LH,2017-11-07 17:00:00,1510074000,2017-11-07 17:45:00,1510076700
6139,FRA,LHR,NH,2017-11-07 17:00:00,1510074000,2017-11-07 17:45:00,1510076700
